COMBUSTIBLE,AÑO_REGISTRO,CLASE,SERVICIO,MARCA,MUNICIPIO,DEPARTAMENTO,CAPACIDAD_PASAJEROS,POTENCIA,CANTIDAD
ELECTRICO,2021,CAMIONETA,Particular,TESLA,BOGOTA,Bogota D.C.,0.0,554.0,1
ELECTRICO,2020,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,170.0,1
ELECTRICO,2019,AUTOMOVIL,Particular,RENAULT,ENVIGADO,Antioquia,,92.0,1
ELECTRICO,2021,AUTOMOVIL,Particular,CHANGAN,SABANETA,Antioquia,,74.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,MINI,BOGOTA,Bogota D.C.,,184.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,135.0,1
ELECTRICO,2020,AUTOMOVIL,Particular,NISSAN,SABANETA,Antioquia,,147.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,268.0,1
ELECTRICO,2020,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,94.0,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,SANTAFE DE ANTIOQUIA,Antioquia,,,1
ELECTRICO,2015,MOTOCICLETA,Particular,APRIL EV,FUNZA,Cundinamarca,0.0,1000.0,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,SANTAFE DE ANTIOQUIA,Antioquia,,,1
ELECTRICO,2021,MOTOCARRO,Particular,CERONTE,PRADERA,Valle del Cauca,,3.0,1
ELECTRICO,2022,CAMIONETA,Particular,JAC,BOGOTA,Bogota D.C.,,147.0,1
ELECTRICO,2011,MOTOCICLETA,Particular,ENERGY MOTION,ITAGUI,Antioquia,,0.0,1
ELECTRICO,2017,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,CHIA,Cundinamarca,,170.0,1
ELECTRICO,2021,MOTOCICLETA,Particular,SONGI,ENVIGADO,Antioquia,,1200.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,GREEN THOR,GIRON,Santander,,,1
ELECTRICO,2021,TRICIMOTO,Particular,BRENSON,FLORIDA,Valle del Cauca,,1.0,1
ELECTRICO,2022,CAMIONETA,Particular,AUDI,RIONEGRO,Antioquia,,408.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,RENAULT,MANIZALES,Caldas,,15.0,1
ELECTRICO,2013,MOTOCICLETA,Oficial,ZERO,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,BYD,FUNZA,Cundinamarca,,217.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,RENAULT,MEDELLIN,Antioquia,,92.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,268.0,1
ELECTRICO,2019,AUTOMOVIL,Particular,RENAULT,MEDELLIN,Antioquia,,108.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2020,CUADRICICLO,Particular,ORANSH,MEDELLIN,Antioquia,,10.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2012,MOTOCICLETA,Particular,LUCKY LION,BOGOTA,Bogota D.C.,0.0,0.0,1
ELECTRICO,2018,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2012,AUTOMOVIL,Particular,MITSUBISHI,BOGOTA,Bogota D.C.,,,1
ELECTRICO,2017,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2021,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,135.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,MITSUBISHI,BOGOTA,Bogota D.C.,,65.0,1
ELECTRICO,2020,CUADRICICLO,Particular,ORANSH,MEDELLIN,Antioquia,,10.0,1
ELECTRICO,2022,CAMIONETA,Particular,VOLVO,MEDELLIN,Antioquia,,408.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2020,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2019,AUTOMOVIL,Particular,NISSAN,CHIA,Cundinamarca,,147.0,1
ELECTRICO,2014,MOTOCICLETA,Particular,VECTRIX,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2011,MOTOCICLETA,Particular,ENERGY MOTION,ENVIGADO,Antioquia,,0.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,161.0,1
ELECTRICO,2019,AUTOMOVIL,Particular,NISSAN,BOGOTA,Bogota D.C.,,147.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2020,CAMIONETA,Público,RENAULT,FUNZA,Cundinamarca,,60.0,1
ELECTRICO,2017,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,73.0,1
ELECTRICO,2013,MOTOCICLETA,Oficial,ZERO,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,NISSAN,BOGOTA,Bogota D.C.,,147.0,1
ELECTRICO,2019,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,108.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,YADEA,ENVIGADO,Antioquia,,2.0,1
ELECTRICO,2021,CAMIONETA,Público,DONGFENG,BELLO,Antioquia,,80.0,1
ELECTRICO,2022,CAMIONETA,Particular,JAC,BOGOTA,Bogota D.C.,,147.0,1
ELECTRICO,2021,MICROBUS,Particular,MOTO ELECTRIC VEHICLES,CALI,Valle del Cauca,,10.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,49.0,402.0,1
ELECTRICO,2021,CUADRICICLO,Particular,RENAULT,CHIA,Cundinamarca,,15.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,VILLA DEL ROSARIO,Norte de Santander,,326.0,1
ELECTRICO,2021,CUADRICICLO,Particular,ZHIDOU,SABANETA,Antioquia,,20.0,1
ELECTRICO,2021,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,170.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,CALI,Valle del Cauca,,201.0,1
ELECTRICO,2020,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2021,CAMIONETA,Público,DONGFENG,SABANETA,Antioquia,,80.0,1
ELECTRICO,2022,CAMIONETA,Particular,DONGFENG,BARRANCABERMEJA,Santander,,161.0,1
ELECTRICO,2022,CAMIONETA,Particular,JAC,BOGOTA,Bogota D.C.,,147.0,1
ELECTRICO,2022,CAMIONETA,Público,DONGFENG,FUNZA,Cundinamarca,,80.0,1
ELECTRICO,2020,AUTOMOVIL,Particular,YIJIE,VILLAVICENCIO,Meta,0.0,2200.0,1
ELECTRICO,2019,CAMION,Público,STARK,FUNZA,Cundinamarca,,161.0,1
ELECTRICO,2022,CAMIONETA,Particular,DONGFENG,BOGOTA,Bogota D.C.,,161.0,1
ELECTRICO,2022,CAMIONETA,Público,DONGFENG,FUNZA,Cundinamarca,,80.0,1
ELECTRICO,2021,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2020,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,181.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,BYD,BOGOTA,Bogota D.C.,,94.0,1
ELECTRICO,2021,CAMIONETA,Público,DONGFENG,SABANETA,Antioquia,,80.0,1
ELECTRICO,2021,CAMIONETA,Particular,VOLVO,CALI,Valle del Cauca,,408.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,ENVIGADO,Antioquia,,509.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2021,AUTOMOVIL,Particular,MINI,BOGOTA,Bogota D.C.,,184.0,1
ELECTRICO,2021,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,94.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,MINI,BOGOTA,Bogota D.C.,,184.0,1
ELECTRICO,2021,CAMIONETA,Público,DONGFENG,FUNZA,Cundinamarca,,80.0,1
ELECTRICO,2021,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,135.0,1
ELECTRICO,2011,CAMIONETA,Público,TAYLOR DUNN,COTA,Cundinamarca,,0.0,1
ELECTRICO,2019,MOTOCICLETA,Particular,SUNRA,YOTOCO,Valle del Cauca,0.0,,1
ELECTRICO,2020,AUTOMOVIL,Particular,NISSAN,BOGOTA,Bogota D.C.,,147.0,1
ELECTRICO,2022,CAMIONETA,Público,DONGFENG,FUNZA,Cundinamarca,,107.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2018,CUADRICICLO,Particular,BIRO,BOGOTA,Bogota D.C.,,,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,MEDELLIN,Antioquia,,286.0,1
ELECTRICO,2020,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2020,MOTOCICLETA,Particular,ZXMCO,ENVIGADO,Antioquia,0.0,0.0,1
ELECTRICO,2018,MOTOCICLETA,Particular,NIU,ENVIGADO,Antioquia,,3.0,1
ELECTRICO,2019,BUS,Público,BYD,MEDELLIN,Antioquia,,402.0,1
ELECTRICO,2021,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,181.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,RENAULT,MEDELLIN,Antioquia,,92.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,ELEKTROMOTORES,CUCUTA,Norte de Santander,,,1
ELECTRICO,2019,AUTOMOVIL,Particular,NISSAN,BOGOTA,Bogota D.C.,,147.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,MEDELLIN,Antioquia,,286.0,1
ELECTRICO,2022,MOTOCICLETA,Particular,SEAT,BOGOTA,Bogota D.C.,,7.0,1
ELECTRICO,2017,MOTOCICLETA,Particular,SANLG,PALMIRA,Valle del Cauca,,,1
ELECTRICO,2013,MOTOCICLETA,Oficial,ZERO,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2019,CAMIONETA,Público,RENAULT,BELLO,Antioquia,,60.0,1
ELECTRICO,2021,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,408.0,1
ELECTRICO,2017,MOTOCICLETA,Particular,STÄRKER,SABANETA,Antioquia,,1.0,1
ELECTRICO,2021,AUTOMOVIL,Particular,PORSCHE,CHIA,Cundinamarca,0.0,483.0,1
ELECTRICO,2021,CUADRICICLO,Particular,ZHIDOU,MEDELLIN,Antioquia,0.0,20.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,0.0,161.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,GBM MOTORS,COTA,Cundinamarca,,3000.0,1
ELECTRICO,2021,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,MEDELLIN,Antioquia,,170.0,1
ELECTRICO,2020,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,108.0,1
ELECTRICO,2020,AUTOMOVIL,Particular,RENAULT,MEDELLIN,Antioquia,,92.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2020,CUADRICICLO,Particular,ORANSH,MEDELLIN,Antioquia,,10.0,1
ELECTRICO,2020,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,268.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,170.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,SABANETA,Antioquia,,20.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,CANCE CASHSUYE,GUACARI,Valle del Cauca,,,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,49.0,402.0,1
ELECTRICO,2013,MOTOCICLETA,Particular,ENERGY MOTION,ITAGUI,Antioquia,,,1
ELECTRICO,2020,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,268.0,1
ELECTRICO,2021,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,SABANETA,Antioquia,,20.0,1
ELECTRICO,2020,CUADRICICLO,Particular,ORANSH,MEDELLIN,Antioquia,,10.0,1
ELECTRICO,2021,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,94.0,1
ELECTRICO,2013,MOTOCICLETA,Oficial,ZERO,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2019,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,181.0,1
ELECTRICO,2019,AUTOMOVIL,Particular,NISSAN,BOGOTA,Bogota D.C.,0.0,147.0,1
ELECTRICO,2017,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,170.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,NISSAN,BOGOTA,Bogota D.C.,,107.0,1
ELECTRICO,2021,MOTOCARRO,Particular,CERONTE,RIVERA,Huila,,4.0,1
ELECTRICO,2022,CAMIONETA,Público,DONGFENG,FUNZA,Cundinamarca,,107.0,1
ELECTRICO,2020,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,181.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,BOGOTA,Bogota D.C.,,20.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,49.0,402.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,49.0,402.0,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,SANTAFE DE ANTIOQUIA,Antioquia,,,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,ENVIGADO,Antioquia,,15.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2015,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2019,AUTOMOVIL,Particular,RENAULT,FUNZA,Cundinamarca,,92.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2013,MOTOCICLETA,Particular,VECTRIX,BOGOTA,Bogota D.C.,,,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,POPAYAN,Cauca,,94.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,268.0,1
ELECTRICO,2011,MOTOCICLETA,Particular,ENERGY MOTION,ITAGUI,Antioquia,,0.0,1
ELECTRICO,2019,CAMION,Público,STARK,FUNZA,Cundinamarca,,161.0,1
ELECTRICO,2020,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,YADEA,ENVIGADO,Antioquia,,2.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,ENVIGADO,Antioquia,,94.0,1
ELECTRICO,2019,CAMIONETA,Público,RENAULT,LA CALERA,Cundinamarca,,60.0,1
ELECTRICO,2021,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,ENERGY MOTION,CERETE,Cordoba,,,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2020,MOTOCARRO,Particular,CERONTE,PALMIRA,Valle del Cauca,,4.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2015,AUTOMOVIL,Público,BYD,BOGOTA,Bogota D.C.,,120.0,1
ELECTRICO,2021,CAMIONETA,Particular,DONGFENG,ENVIGADO,Antioquia,,161.0,1
ELECTRICO,2021,CAMION,Público,STARK,BELLO,Antioquia,,469.0,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,RIONEGRO,Antioquia,,,1
ELECTRICO,2022,TRICIMOTO,Particular,BRENSON,FLORIDA,Valle del Cauca,,1.0,1
ELECTRICO,2021,CAMIONETA,Particular,MG,BOGOTA,Bogota D.C.,0.0,141.0,1
ELECTRICO,2021,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2013,MOTOCICLETA,Oficial,ZERO,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2019,CAMION,Público,STARK,FUNZA,Cundinamarca,,161.0,1
ELECTRICO,2021,MOTOCARRO,Público,HUAIHAI,COTA,Cundinamarca,,2.0,1
ELECTRICO,2021,CAMIONETA,Público,DONGFENG,SABANETA,Antioquia,,80.0,1
ELECTRICO,2014,MOTOCICLETA,Particular,LUCKY LION,BOGOTA,Bogota D.C.,0.0,,1
ELECTRICO,2020,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2022,CAMIONETA,Oficial,BYD,PEREIRA,Risaralda,,107.0,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,BOGOTA,Bogota D.C.,,5000.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2020,MOTOCICLETA,Particular,SONGI,ENVIGADO,Antioquia,,2000.0,1
ELECTRICO,2021,MOTOCARRO,Público,HUAIHAI,COTA,Cundinamarca,0.0,2.0,1
ELECTRICO,2021,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,201.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,LA ESTRELLA,Antioquia,,20.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,BYD,BOGOTA,Bogota D.C.,,94.0,1
ELECTRICO,2019,AUTOMOVIL,Particular,BMW,MEDELLIN,Antioquia,,181.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2021,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2021,CAMIONETA,Particular,MG,BOGOTA,Bogota D.C.,0.0,141.0,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,170.0,1
ELECTRICO,2019,TRICIMOTO,Particular,LIANKE,GALAPA,Atlantico,,1500.0,1
ELECTRICO,2019,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,181.0,1
ELECTRICO,2018,CAMION,Público,SITOM,MEDELLIN,Antioquia,,161.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,LUYUAN,PEREIRA,Risaralda,,,1
ELECTRICO,2018,AUTOMOVIL,Particular,BMW,MEDELLIN,Antioquia,,170.0,1
ELECTRICO,2022,CAMIONETA,Público,DONGFENG,BOGOTA,Bogota D.C.,,80.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,MEDELLIN,Antioquia,,326.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,135.0,1
ELECTRICO,2021,AUTOMOVIL,Oficial,BYD,BOGOTA,Bogota D.C.,,94.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,161.0,1
ELECTRICO,2020,BUS,Público,BYD,BOGOTA,Bogota D.C.,,268.0,1
ELECTRICO,2021,AUTOMOVIL,Particular,BYD,ENVIGADO,Antioquia,,217.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,268.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,ENERGY MOTION,VILLAVICENCIO,Meta,,,1
ELECTRICO,2017,MOTOCICLETA,Particular,ENERGY MOTION,GUARNE,Antioquia,,,1
ELECTRICO,2020,CUADRICICLO,Particular,RENAULT,MEDELLIN,Antioquia,,15.0,1
ELECTRICO,2021,MOTOCARRO,Particular,CERONTE,FLORIDA,Valle del Cauca,,3.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,201.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2013,MOTOCICLETA,Particular,GREENTRANS,BOGOTA,Bogota D.C.,,1300.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,268.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,MEDELLIN,Antioquia,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,MEDELLIN,Antioquia,,94.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,PEREIRA,Risaralda,,134.0,1
ELECTRICO,2021,CAMIONETA,Público,DONGFENG,SABANETA,Antioquia,,80.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,49.0,402.0,1
ELECTRICO,2013,AUTOMOVIL,Público,BYD,BOGOTA,Bogota D.C.,,120.0,1
ELECTRICO,2020,CUADRICICLO,Particular,ORANSH,MEDELLIN,Antioquia,,10.0,1
ELECTRICO,2016,MOTOCARRO,Público,DAYUN,COTA,Cundinamarca,2.0,2.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2022,TRICIMOTO,Particular,BRENSON,FLORIDA,Valle del Cauca,,1.0,1
ELECTRICO,2020,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,SABANETA,Antioquia,,20.0,1
ELECTRICO,2022,CAMIONETA,Público,RENAULT,FUNZA,Cundinamarca,,60.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,BOGOTA,Bogota D.C.,,20.0,1
ELECTRICO,2020,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,181.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,181.0,1
ELECTRICO,2021,CAMIONETA,Público,DONGFENG,SOACHA,Cundinamarca,,80.0,1
ELECTRICO,2020,CAMIONETA,Público,RENAULT,BOGOTA,Bogota D.C.,,60.0,1
ELECTRICO,2011,MOTOCICLETA,Particular,ENERGY MOTION,ENVIGADO,Antioquia,,0.0,1
ELECTRICO,2020,CUADRICICLO,Particular,ORANSH,MEDELLIN,Antioquia,,10.0,1
ELECTRICO,2020,CUADRICICLO,Particular,RENAULT,BOGOTA,Bogota D.C.,,15.0,1
ELECTRICO,2022,CAMIONETA,Particular,AUDI,BOGOTA,Bogota D.C.,,408.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,268.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,MINI,BOGOTA,Bogota D.C.,,184.0,1
ELECTRICO,2015,MOTOCICLETA,Particular,APRIL EV,FUNZA,Cundinamarca,0.0,1000.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,161.0,1
ELECTRICO,2016,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,167.0,1
ELECTRICO,2020,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,94.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2021,CAMION,Público,STARK,SABANETA,Antioquia,,161.0,1
ELECTRICO,2013,MOTOCICLETA,Particular,LUCKY LION,BOGOTA,Bogota D.C.,,,1
ELECTRICO,2014,MOTOCICLETA,Particular,ENERGY MOTION,RIONEGRO,Antioquia,,,1
ELECTRICO,2022,AUTOMOVIL,Particular,BYD,BOGOTA,Bogota D.C.,,94.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,MEDELLIN,Antioquia,,326.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2022,CAMIONETA,Público,DONGFENG,FUNZA,Cundinamarca,,134.0,1
ELECTRICO,2021,CAMIONETA,Público,RENAULT,BOGOTA,Bogota D.C.,,60.0,1
ELECTRICO,2021,AUTOMOVIL,Particular,RENAULT,FUNZA,Cundinamarca,,135.0,1
ELECTRICO,2021,TRICIMOTO,Particular,BRENSON,FLORIDA,Valle del Cauca,,,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,268.0,1
ELECTRICO,2021,CUADRICICLO,Particular,ZHIDOU,MEDELLIN,Antioquia,,20.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,268.0,1
ELECTRICO,2016,MOTOCICLETA,Particular,GREEN THOR,SAN GIL,Santander,,,1
ELECTRICO,2021,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2021,CAMION,Público,STARK,BELLO,Antioquia,,469.0,1
ELECTRICO,2019,AUTOMOVIL,Particular,NISSAN,BOGOTA,Bogota D.C.,,147.0,1
ELECTRICO,2019,TRICIMOTO,Particular,LIANKE,GINEBRA,Valle del Cauca,,1500.0,1
ELECTRICO,2021,CUADRICICLO,Particular,GBM MOTORS,CALI,Valle del Cauca,0.0,3000.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2012,MOTOCICLETA,Particular,ENERGY MOTION,ITAGUI,Antioquia,,0.0,1
ELECTRICO,2020,AUTOMOVIL,Particular,BMW,BOGOTA,Bogota D.C.,,181.0,1
ELECTRICO,2021,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2020,CUADRICICLO,Particular,ORANSH,MEDELLIN,Antioquia,,10.0,1
ELECTRICO,2020,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2021,CUADRICICLO,Particular,ZHIDOU,MEDELLIN,Antioquia,,20.0,1
ELECTRICO,2021,CAMION,Público,JAC,ENVIGADO,Antioquia,,174.0,1
